4	0
5	0
5	0
6	0
6	0
6	0
7	0
9	0
9	0
10	0
10	0
10	0
11	0
12	0
13	0
13	0
13	0
14	0
14	0
14	0
15	0
15	0
15	0
16.5	0
17	0
17	0
17	0
17.5	0
17.6667	0
18	0
18	0
18.3333	1
18.6667	1
19	0
19	0
20	0
20	0
20	0
20.6667	1
21	0
21	0
21	0
21.6667	0
22	0
22	0
22	0
23	0
23	0
23	0
23	0
23.5	0
24	0
24	0
24.5	0
25	0
25	0
25	0
25	0
25.5	0
26	0
26	0
26	0
27	0
27	0
28	0
28.5	0
29	0
30	0
31	0
32	0
32	0
33	0
33.5	0
34	0
34	0
34	0
34	0
35	0
35	0
35	0
36	0
36	0
36	0
36	0
37	0
37	0
37	0
37	0
37	0
38	0
38	0
38	0
38	0
38	0
38	0
39	0
39	0
39	0
39	0
40	0
40	0
40	0
40	0
41	0
41	0
41	0
41	0
42	0
42	0
42	0
42	0
42.5	0
43	0
43	0
43	0
43	0
43	0
43	0
43	0
43	0
43	0
43.6667	0
44	0
44	0
44	0
44	0
44	0
44.25	0
45	0
45	0
45	0
45	0
45	0
45	0
45	0
46	0
46	0
47	0
47	0
47	0
47	0
47	0
47	0
47	0
48	0
48	0
48	0
48	0
48	0
48.5	0
48.5	0
49	0
49	0
49	0
49	0
49	0
49	0
49	0
49	0
50	0
50	0
50	0
50	0
50	0
50	0
50.375	0
51	0
51	0
51	0
52	0
52	0
52	0
53	0
53	0
53	0
53	0
53	0
54	0
54	0
54	0
54	0
54.75	0
55	0
55	0
55	0
55	0
55	0
55.5	0
56	0
56	0
56.5	0
56.5	0
57	0
57	0
57	0
58	0
58	0
58	0
58	0
58	0
59	0
59	0
59	0
59	0
59	0
59	0
60	0
60	0
60	0
60	0
60.5	0
61	0
61	0
61	0
61	0
62	0
62	0
63	0
63	0
63	0
63	0
63	0
63	0
63.5	0
64	0
64	0
64	0
64	0
65	0
65	0
65	0
66	0
66	0
67	0
67	0
67	0
67	0
68	0
68	0
68	0
68	0
68	0
68	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
69	0
69.5	0
70	0
70	0
70	0
70	0
70	0
70	0
70.6667	0
71	0
71	0
71	0
71	0
71	0
71	0
72	0
72	0
72	0
72	0
72	0
72	0
72	0
72	0
72.5	0
73	0
73	0
73	0
73	0
73	0
73.5	0
74	0
74	0
74	0
74	0
74	0
74.5	0
75	0
75	0
75	0
75	0
76	0
76	0
76	0
76	0
77	0
77	0
77	0
77	0
78	0
78	0
78	0
78	0
78	0
78.5	0
79	0
79	0
79	0
79	0
79	0
80	0
81	0
81	0
81	0
82	0
82	0
82	0
82	0
83	0
83	0
83	0
83	0
83.5	0
83.6667	0
84	0
84	0
84	0
84	0
84	0
85	0
85	0
86	0
86	0
86	0
87	0
87	0
87	0
87	0
87	0
88	0
88	0
88	0
88	0
88	0
88.5	0
89	0
89	0
89	0
89	0
89	0
89.5	0
90	0
90	0
90	0
91	0
91.5	0
91.5	0
92	0
92	0
92	0
92	0
92.6667	0
93	0
93	0
93	0
94	0
94	0
94	0
94	0
94	0
94	0
94.5	0
95	0
95	0
95	0
95.5	0
96	0
96	0
96	0
97	0
97	0
97	0
97	0
97	0
97	0
98	0
98	0
98	0
98	0
98	0
98	0
98.4	0
99	0
99	0
99	0
99.5	0
99.5	0
100	0
100	0
100	0
100	0
100	0
100	0
100.5	0
101	0
101	0
101	0
101	0
101	0
101.25	0
101.5	0
101.5	0
101.5	0
102	0
102	0
102	0
102	0
102.5	0
103	0
103	0
103	0
103	0
103.08	1
104	0
104	0
104	0
104	0
104	0
104	0
104.5	0
105	0
105	0
105	0
105	1
105	0
105	0
105.5	0
106	0
106	0
106	0
106	0
106.5	0
106.5	0
107	0
107	0
107	0
107	0
107	0
108	0
108	0
108	0
108	0
108	0
